id,titulo,nota,tipo de nota,diretor,generos
8464,Tigerland - A Caminho da Guerra,6.608,0 a 10,Joel Schumacher,"Drama, Guerra"
8465,Tigrão: O Filme,6.5,0 a 10,Jun Falkenstein,"Animação, Família, Comédia"
8466,Timecop: O Guardião do Tempo,6.0,0 a 10,Peter Hyams,"Thriller, Ficção científica, Ação, Crime"
8467,Tin & Tina,5.991,0 a 10,Rubin Stein,"Terror, Thriller, Mistério"
8468,Tina & Téo: A Pedra Encantada,6.752,0 a 10,Andrea Deppert,"Animação, Aventura, Família, Comédia"
8469,Tina - A Verdadeira História de Tina Turner,7.102,0 a 10,Brian Gibson,"Drama, Música, História"
8470,Tinha Que Ser Ele?,6.375,0 a 10,John Hamburg,Comédia
8471,Tinha Que Ser Você,6.286,0 a 10,Joel Hopkins,"Drama, Romance"
8472,Tinker Bell e o Monstro da Terra do Nunca,7.32,0 a 10,Steve Loter,"Aventura, Animação, Família"
8473,Tinker Bell e o Resgate da Fada,6.731,0 a 10,Bradley Raymond,"Animação, Aventura, Família, Fantasia"
8474,Tinker Bell e o Tesouro Perdido,6.78,0 a 10,Klay Hall,"Animação, Família, Aventura, Fantasia"
8475,Tinker Bell: Fadas e Piratas,6.94,0 a 10,Peggy Holmes,"Animação, Família"
8476,Tinker Bell: O Segredo das Fadas,7.229,0 a 10,Peggy Holmes,"Animação, Família, Fantasia, Aventura"
8477,Tinker Bell: Uma Aventura no Mundo das Fadas,6.9,0 a 10,Bradley Raymond,"Animação, Família, Aventura, Fantasia"
8478,Tio Drew,6.685,0 a 10,Charles Stone III,Comédia
8479,Tiozões,6.215,0 a 10,Bill Burr,Comédia
8480,Tipos de Gentileza,6.643,0 a 10,Yorgos Lanthimos,"Drama, Comédia"
8481,Tirando a Maior Onda: O Filme,6.6,0 a 10,Chris Henchy,Comédia
8482,Tirando o Atraso,5.93,0 a 10,Dan Mazer,Comédia
8483,"Tiras, Só Que Não",6.465,0 a 10,Luke Greenfield,Comédia
8484,Tiro Certo,6.8,0 a 10,James Nunn,Ação
8485,Tiro e Queda,5.894,0 a 10,Kirk Wong Chi-Keung,"Ação, Aventura, Comédia, Thriller, Crime, Drama"
8486,Titane,6.39,0 a 10,Julia Ducournau,"Drama, Thriller, Terror"
8487,Titanic,4.6,0 a 10,James Cameron,"Drama, Romance"
8488,Titanic II,4.931,0 a 10,Shane van Dyke,"Ação, Thriller, Romance, Aventura"
8489,Titã,5.323,0 a 10,Lennart Ruff,"Ficção científica, Thriller"
8490,To End All War: Oppenheimer & the Atomic Bomb,7.76,0 a 10,Christopher Cassel,"Documentário, História"
8491,To Your Last Death,5.804,0 a 10,Jason Axinn,"Animação, Terror"
8492,Toc Toc,7.105,0 a 10,Vicente Villanueva,Comédia
8493,Tocaia,6.46,0 a 10,John Badham,"Ação, Comédia, Romance"
8494,Toda Arte é Perigosa,5.37,0 a 10,Dan Gilroy,"Thriller, Mistério, Terror"
8495,Todas Contra John,6.1,0 a 10,Betty Thomas,"Comédia, Romance"
8496,Todas as Garotas do Presidente,5.9,0 a 10,Andrew Fleming,"Comédia, Aventura"
8497,Todas as Mulheres Fazem,4.927,0 a 10,Tinto Brass,"Comédia, Drama"
8498,Todo Dia,7.234,0 a 10,Michael Sucsy,"Romance, Fantasia"
8499,Todo Dia Uma Vida,7.658,0 a 10,Baik,"Fantasia, Romance"
8500,Todo Mundo Quase Morto,7.544,0 a 10,Edgar Wright,"Terror, Comédia"
8501,Todo Mundo em Pânico,6.355,0 a 10,Keenen Ivory Wayans,Comédia
8502,Todo Mundo em Pânico 2,5.801,0 a 10,Keenen Ivory Wayans,Comédia
8503,Todo Mundo em Pânico 3,5.974,0 a 10,David Zucker,Comédia
8504,Todo Mundo em Pânico 4,5.477,0 a 10,David Zucker,Comédia
8505,Todo Mundo em Pânico 5,4.798,0 a 10,Malcolm D. Lee,Comédia
8506,Todo Poderoso,6.714,0 a 10,Tom Shadyac,"Fantasia, Comédia"
8507,Todo Tempo Que Temos,0.0,0 a 10,John Crowley,"Drama, Romance"
8508,Todo o Dinheiro do Mundo,6.471,0 a 10,Ridley Scott,"Drama, Crime, História"
8509,Todo o Silêncio,7.475,0 a 10,Diego Del Río,Drama
8510,Todos Menos Você,6.979,0 a 10,Will Gluck,"Romance, Comédia"
8511,Todos Nós Desconhecidos,7.496,0 a 10,Andrew Haigh,"Romance, Drama, Fantasia"
8512,Todos os Cães Merecem o Céu,6.759,0 a 10,Don Bluth,"Drama, Animação, Família, Comédia, Fantasia"
8513,Todos os Homens do Presidente,7.67,0 a 10,Alan J. Pakula,"Drama, História, Mistério, Thriller"
8514,Todos os Tons do Prazer,4.903,0 a 10,Zalman King,"Drama, Thriller"
8515,Togo,8.155,0 a 10,Ericson Core,"Aventura, Família"
8516,Tokyo Ghoul: Jack,7.7,0 a 10,Soichi Shimada,"Terror, Ação, Animação, Drama"
8517,Tokyo Ghoul: Pinto,7.4,0 a 10,Tadahito Matsubayashi,"Drama, Ação, Animação, Terror"
8518,Tom & Jerry no Velho Oeste,6.9,0 a 10,Darrell Van Citters,"Animação, Comédia, Família, Faroeste"
8519,Tom & Jerry: A Fantástica Fábrica de Chocolates,6.714,0 a 10,Spike Brandt,"Animação, Comédia, Família"
8520,Tom & Jerry: O Anel Mágico,6.372,0 a 10,James T. Walker,"Animação, Comédia, Família, Fantasia"
8521,Tom & Jerry: O Filme,6.785,0 a 10,Tim Story,"Comédia, Família, Animação"
8522,Tom & Jerry: O Mágico de Oz,6.2,0 a 10,Spike Brandt,"Animação, Comédia, Aventura, Família, Fantasia"
8523,Tom & Jerry: Terra do Boneco de Neve,6.8,0 a 10,Darrell Van Citters,"Família, Comédia, Animação, Aventura"
8524,Tom & Jerry: Velozes e Ferozes,7.016,0 a 10,Bill Kopp,"Animação, Comédia, Família"
8525,Tom na Fazenda,6.816,0 a 10,Xavier Dolan,"Drama, Thriller, Mistério"
8526,Tomates Verdes Fritos,7.7,0 a 10,Jon Avnet,"Drama, Comédia"
8527,Tomb Raider: A Origem,6.362,0 a 10,Roar Uthaug,"Ação, Aventura, Fantasia"
8528,Tomb of the River,6.3,0 a 10,Yoon Young-bin,"Ação, Crime, Drama"
8529,Tombstone: A Justiça Está Chegando,7.6,0 a 10,George P. Cosmatos,"Faroeste, Ação"
8530,Tomorrowland: Um Lugar Onde Nada é Impossível,6.277,0 a 10,Brad Bird,"Aventura, Família, Mistério, Ficção científica"
8531,Toolbox Murders,5.7,0 a 10,Tobe Hooper,"Terror, Mistério"
8532,Top Gang 2! A Missão,6.541,0 a 10,Jim Abrahams,"Ação, Comédia, Guerra"
8533,Top Gang! Ases Muito Loucos,6.575,0 a 10,Jim Abrahams,"Ação, Comédia, Guerra"
8534,Top Girls,0.0,0 a 10,Max Stafford-Clark,"Drama, Cinema TV"
8535,Top Gun - Ases Indomáveis,7.1,0 a 10,Tony Scott,"Ação, Drama"
8536,Top Gun: Maverick,4.6,0 a 10, Joseph Kosinski,"Ação, Drama"
8537,Top Gunner: Zona de Perigo,5.914,0 a 10,Glenn Miller,"Ação, Thriller"
8538,Topuria. Matador,0.0,0 a 10,Giampaolo Manfreda,Documentário
8539,Toque de Recolher,6.8,0 a 10,Harold Becker,"Guerra, Drama"
8540,Tora! Tora! Tora!,7.2,0 a 10,Richard Fleischer,"Guerra, História, Drama"
8541,Tormenta,6.267,0 a 10,Ridley Scott,"Drama, Aventura"
8542,Torrentes de Paixão,6.776,0 a 10,Henry Hathaway,"Thriller, Crime"
8543,Torturada Pelo Próprio Pai,7.684,0 a 10,Elisabeth Röhm,"Thriller, Crime, Cinema TV"
8544,Totalmente Selvagem,6.548,0 a 10,Jonathan Demme,"Crime, Comédia, Romance"
8545,Touro Indomável,7.933,0 a 10,Martin Scorsese,Drama
8546,Toxic Harmony,0.0,0 a 10,Kevin Arbouet,"Thriller, Música"
8547,Toxic Sicily,0.0,0 a 10,François-Xavier Destors,Documentário
8548,Toy Story,4.6,0 a 10, John Lasseter,"Animação, Aventura, Família, Comédia"
8549,Toy Story 2,7.597,0 a 10,John Lasseter,"Animação, Comédia, Família"
8550,Toy Story 3,4.7,0 a 10,Lee Unkrich,"Animação, Família, Comédia"
8551,Toy Story 4,7.493,0 a 10,Josh Cooley,"Família, Aventura, Animação, Comédia, Fantasia"
8552,Toy Story 5,0.0,0 a 10,Andrew Stanton,"Animação, Aventura, Família, Comédia"
8553,Toy Story Toons: Festa-Sauro Rex,7.136,0 a 10,Mark A. Walsh,"Família, Animação, Comédia"
8554,Toy Story Toons: Férias no Havaí,6.97,0 a 10,Gary Rydstrom,"Animação, Família, Comédia"
8555,Toy Story Toons: Um Pequeno Grande Erro,6.875,0 a 10,Angus MacLane,"Animação, Família, Comédia"
8556,Toy Story: Esquecidos Pelo Tempo,7.01,0 a 10,Steve Purcell,"Animação, Família, Aventura, Comédia"
8557,Toy Story: Um Mundo de Aventuras,7.971,0 a 10,John Lasseter,"Animação, Aventura, Família, Comédia"
8558,Trabalho de Amor Perdido,0.0,0 a 10,Vinícius Romero,
8559,Tracers: Nos Limites,6.0,0 a 10,Daniel Benmayor,Ação
8560,Traffic: Ninguém Sai Limpo,7.059,0 a 10,Steven Soderbergh,"Thriller, Drama, Crime"
8561,Trainspotting: Sem Limites,7.968,0 a 10,Danny Boyle,"Drama, Crime"
8562,Traição em Hong Kong,5.0,0 a 10,Olivier Assayas,"Thriller, Drama"
8563,Trama Fantasma,7.316,0 a 10,Paul Thomas Anderson,"Drama, Romance"
8564,Trancada,6.861,0 a 10,D. J. Caruso,"Thriller, Terror, Drama"
8565,Tranquille donne di campagna,4.4,0 a 10,Claudio Giorgi,Drama
8566,Transação Perigosa,5.9,0 a 10,Randall Emmett,"Ação, Thriller"
8567,Transcendence: A Revolução,6.042,0 a 10,Wally Pfister,"Thriller, Ficção científica, Drama, Mistério"
8568,Transformers,4.3,0 a 10,Michael Bay,"Aventura, Ficção científica, Ação"
8569,Transformers - O Filme,7.1,0 a 10,Nelson Shin,"Animação, Ficção científica, Ação, Aventura, Família"
8570,Transformers Prime Beast Hunters: Predacons Rising,8.153,0 a 10,Vinton Heuck,"Ação, Animação, Ficção científica"
8571,Transformers: A Era da Extinção,5.939,0 a 10,Michael Bay,"Ficção científica, Ação, Aventura"
8572,Transformers: A Vingança dos Derrotados,6.189,0 a 10,Michael Bay,"Ficção científica, Ação, Aventura"
8573,Transformers: Beginnings,6.905,0 a 10,Craig Phillips,"Animação, Ação, Thriller, Ficção científica"
8574,Transformers: O Despertar das Feras,7.311,0 a 10,Steven Caple Jr.,"Ficção científica, Aventura, Ação"
8575,Transformers: O Início,7.594,0 a 10,Josh Cooley,"Animação, Ficção científica, Aventura, Ação, Família"
8576,Transformers: O Lado Oculto da Lua,6.206,0 a 10,Michael Bay,"Ação, Ficção científica, Aventura"
8577,Transformers: O Último Cavaleiro,6.058,0 a 10,Michael Bay,"Ação, Aventura, Ficção científica"
8578,Transformers: Rise of the Beasts 2,0.0,0 a 10,Diretor não encontrado,"Ação, Aventura, Ficção científica"
8579,Transformers: Rise of the Beasts 3,0.0,0 a 10,Diretor não encontrado,"Ação, Aventura, Ficção científica, Fantasia"
8580,Transfusão,6.1,0 a 10,Matt Nable,"Crime, Ação, Drama"
8581,Trapaça,6.855,0 a 10,David O. Russell,"Drama, Crime"
8582,Trash - A Esperança Vem do Lixo,7.098,0 a 10,Stephen Daldry,"Aventura, Crime, Drama, Thriller"
8583,Tratamento de Choque,6.144,0 a 10,Peter Segal,Comédia
8584,Travessuras de Natal,6.207,0 a 10,Alberto Belli,"Família, Aventura, Comédia, Cinema TV, Crime"
8585,Traídos pelo desejo,6.8,0 a 10,Neil Jordan,"Crime, Drama, Thriller"
8586,Tre metri sopra il cielo,5.73,0 a 10,Luca Lucini,"Drama, Romance"
8587,Treinando o Papai,6.485,0 a 10,Andy Fickman,"Comédia, Família"
8588,Trem-Bala,7.458,0 a 10,David Leitch,"Ação, Comédia, Thriller"
8589,Treze Homens e um Novo Segredo,6.726,0 a 10,Steven Soderbergh,"Crime, Thriller"
8590,Treze Vidas: O Resgate,7.9,0 a 10,Ron Howard,"Drama, Thriller"
8591,Trilogia do Terror,6.22,0 a 10,Dan Curtis,"Terror, Thriller, Cinema TV"
8592,Trinil: Kembalikan Tubuhku,5.2,0 a 10,Hanung Bramantyo,"Drama, Terror, Thriller"
8593,Trinity Ainda é Meu Nome,7.432,0 a 10,Enzo Barboni,"Comédia, Faroeste"
8594,Trinity é o Meu Nome,7.569,0 a 10,Enzo Barboni,"Ação, Comédia, Faroeste"
8595,Tripla Ameaça,6.4,0 a 10,Jesse V. Johnson,"Thriller, Ação"
8596,Triple 9: Polícia em Poder da Máfia,5.973,0 a 10,John Hillcoat,"Ação, Crime, Aventura, Thriller"
8597,Triple Oh!,0.0,0 a 10,Poppy Stockwell,
8598,Triplo X,5.938,0 a 10,Rob Cohen,"Ação, Aventura, Thriller, Crime"
8599,Triângulo da Tristeza,7.09,0 a 10,Ruben Östlund,"Comédia, Drama"
8600,Triângulo do Medo,6.926,0 a 10,Christopher Smith,Terror
8601,Trocados,6.406,0 a 10,McG,"Comédia, Fantasia, Família"
8602,Trocando as Bolas,7.22,0 a 10,John Landis,Comédia
8603,Trocando os Pés,5.858,0 a 10,Tom McCarthy,"Fantasia, Comédia, Drama"
8604,Troco em Dobro,6.537,0 a 10,Peter Berg,"Comédia, Ação, Thriller"
8605,Trolls,6.645,0 a 10,Mike Mitchell,"Família, Animação, Fantasia, Aventura, Comédia, Música"
8606,Trolls 2,7.301,0 a 10,Walt Dohrn,"Família, Animação, Comédia, Fantasia, Aventura, Música"
8607,Trolls 3: Juntos Novamente,7.3,0 a 10,Walt Dohrn,"Animação, Família, Música, Fantasia, Comédia"
8608,Trolls: Celebrando em Harmonia,7.2,0 a 10,Sean Charmatz,"Animação, Fantasia, Família, Comédia"
8609,Tromeo & Juliet,6.0,0 a 10,Lloyd Kaufman,"Comédia, Drama, Romance, Ação, Fantasia, Terror, Mistério"
8610,Tron: O Legado,6.5,0 a 10,Joseph Kosinski,"Aventura, Ação, Ficção científica"
8611,Tron: Uma Odisseia Eletrônica,6.658,0 a 10,Steven Lisberger,"Ficção científica, Ação, Aventura"
8612,Tropa de Elite,8.056,0 a 10,José Padilha,"Drama, Ação, Crime"
8613,Tropa de Elite 2: O Inimigo Agora é Outro,7.81,0 a 10,José Padilha,"Drama, Ação, Crime"
8614,Tropas Estelares,7.068,0 a 10,Paul Verhoeven,"Aventura, Ação, Thriller, Ficção científica"
8615,Tropas Estelares 2,4.356,0 a 10,Phil Tippett,"Aventura, Terror, Ação, Ficção científica"
8616,Tropas Estelares 3,4.808,0 a 10,Edward Neumeier,"Aventura, Ficção científica, Ação"
8617,Tropas Estelares: A Invasão,5.833,0 a 10,Shinji Aramaki,"Animação, Ação, Ficção científica"
8618,Tropas Estelares: Invasores de Marte,5.867,0 a 10,Shinji Aramaki,"Ação, Animação, Ficção científica"
8619,Trovão Tropical,4.2,0 a 10,Ben Stiller,"Ação, Comédia, Aventura, Guerra"
8620,Truck Stop Women,4.7,0 a 10,Mark L. Lester,"Ação, Drama, Crime"
8621,True Lies,7.1,0 a 10,James Cameron,"Ação, Thriller"
8622,Truque de Mestre,7.341,0 a 10,Louis Leterrier,"Thriller, Crime"
8623,Truque de Mestre: O 2º Ato,6.827,0 a 10,Jon M. Chu,"Crime, Thriller, Ação, Mistério"
8624,Truques da Paquera,7.0,0 a 10,Jim Fall,"Comédia, Romance"
8625,Truth or Dare,5.346,0 a 10,Nick Simon,"Terror, Fantasia, Mistério, Thriller, Ficção científica"
8626,"Tráfico, Bem-vindo à América",6.929,0 a 10,Marco Kreuzpaintner,Thriller
8627,"Três Amigas, Todos os Domingos",7.333,0 a 10,Tina Mabry,"Comédia, Drama"
8628,Três Anúncios Para Um Crime,8.071,0 a 10,Martin McDonagh,"Crime, Drama"
8629,Três Dias do Condor,7.3,0 a 10,Sydney Pollack,"Thriller, Mistério"
8630,Três Homens em Conflito,8.461,0 a 10,Sergio Leone,Faroeste
8631,Três Ladrões e um Bebê,6.961,0 a 10,Benny Chan,"Drama, Ação, Comédia"
8632,Três Reis,6.658,0 a 10,David O. Russell,"Ação, Comédia, Guerra"
8633,Três Vezes Amor,6.941,0 a 10,Adam Brooks,"Comédia, Romance"
8634,Três Vidas e Um Destino,5.9,0 a 10,John Duigan,"Drama, Romance, Guerra"
8635,Três é Demais,7.403,0 a 10,Wes Anderson,"Comédia, Drama"
8636,Tróia,7.162,0 a 10,Wolfgang Petersen,"Aventura, História, Guerra"
8637,Tsunami: A Fúria do Oceano,6.893,0 a 10,JK Youn,"Ação, Drama, Thriller"
8638,Tubarão,7.664,0 a 10,Steven Spielberg,"Terror, Thriller, Aventura"
8639,Tubarão 2,5.979,0 a 10,Jeannot Szwarc,"Terror, Thriller"
8640,Tubarão 3,4.4,0 a 10,Joe Alves,"Thriller, Terror"
8641,Tubarão 4: A Vingança,4.1,0 a 10,Joseph Sargent,"Aventura, Thriller, Terror"
8642,Tubarão: Mar de Sangue,5.697,0 a 10,James Nunn,"Terror, Thriller, Ação, Aventura"
8643,Tubero,4.8,0 a 10,Topel Lee,Drama
8644,Tucker e Dale Contra o Mal,7.365,0 a 10,Eli Craig,"Comédia, Terror"
8645,"Tucker, um Homem e seu Sonho",6.721,0 a 10,Francis Ford Coppola,Drama
8646,Tudo Acontece em Elizabethtown,6.19,0 a 10,Cameron Crowe,"Comédia, Drama, Romance"
8647,Tudo Pelo Poder,6.675,0 a 10,George Clooney,Drama
8648,Tudo Pode dar Certo,7.1,0 a 10,Woody Allen,"Comédia, Romance"
8649,Tudo Por Ela,6.98,0 a 10,Fred Cavayé,"Drama, Thriller"
8650,Tudo Por Justiça,6.574,0 a 10,Scott Cooper,"Thriller, Drama, Crime"
8651,Tudo Por Uma Esmeralda,6.757,0 a 10,Robert Zemeckis,"Romance, Comédia, Ação, Aventura"
8652,Tudo Que Uma Garota Quer,6.3,0 a 10,Dennie Gordon,"Comédia, Romance, Drama, Família"
8653,Tudo Sobre Sexo,6.103,0 a 10,Dakota Gorman,"Comédia, Drama, Romance"
8654,Tudo e Todas as Coisas,7.247,0 a 10,Stella Meghie,"Drama, Romance"
8655,Tudo em Família,5.891,0 a 10,Richard LaGravenese,"Romance, Comédia"
8656,Tudo em Todo Lugar ao Mesmo Tempo,4.8,0 a 10, Daniel Kwan & Daniel Scheinert,"Ação, Aventura, Ficção científica"
8657,Tudo em Todo o Lugar ao Mesmo Tempo,7.783,0 a 10,Daniel Scheinert,"Ação, Aventura, Ficção científica"
8658,Tudo o que Você Sempre Quis Saber Sobre Sexo (Mas Tinha Medo de Perguntar),6.534,0 a 10,Woody Allen,Comédia
8659,Tudo para Ficar com Ele,5.546,0 a 10,Roger Kumble,"Romance, Comédia"
8660,Tudo pela Honra do Meu Pai,3.583,0 a 10,Don Michael Paul,Comédia
8661,Tudo pela Vitória,6.886,0 a 10,Peter Berg,Drama
8662,Tudo por Ela,6.787,0 a 10,Ryuichi Hiroki,"Drama, Romance, Thriller"
8663,Tudo por um Furo,6.144,0 a 10,Adam McKay,Comédia
8664,Tudo por um Segredo,6.085,0 a 10,Anthony Russo,"Comédia, Crime"
8665,Tudo sobre Lily Chou Chou,7.3,0 a 10,Shunji Iwai,"Drama, Crime"
8666,Tuesday: O Último Abraço,6.656,0 a 10,Daina Oniunas-Pusić,"Drama, Fantasia"
8667,Tuhog,6.0,0 a 10,G.B. Sampedro,"Drama, Romance"
8668,Tumbbad,7.494,0 a 10,Rahi Anil Barve,"Fantasia, Terror"
8669,Turbo,6.214,0 a 10,David Soren,"Animação, Família"
8670,Turbo: Power Rangers 2,5.7,0 a 10,Shuki Levy,"Ação, Aventura, Família, Fantasia, Ficção científica"
8671,Turista Espacial,7.188,0 a 10,Coline Serreau,Comédia
8672,Turno Maldito,6.314,0 a 10,Benjamin China,"Terror, Thriller"
8673,Tusk: A Transformação,5.485,0 a 10,Kevin Smith,"Comédia, Terror"
8674,Twin Peaks: Os Últimos Dias de Laura Palmer,7.362,0 a 10,David Lynch,"Drama, Mistério, Terror"
8675,Twister,6.521,0 a 10,Jan de Bont,"Ação, Aventura, Drama"
8676,Twisters,6.985,0 a 10,Lee Isaac Chung,"Ação, Aventura, Thriller"
8677,Twitches: As Bruxinhas Gêmeas,6.7,0 a 10,Stuart Gillard,"Comédia, Drama, Família, Fantasia, Cinema TV"
8678,Twitches: As Bruxinhas Gêmeas 2,6.7,0 a 10,Stuart Gillard,"Drama, Família, Fantasia, Cinema TV"
8679,Tyler Perry's The Family That Preys,6.8,0 a 10,Tyler Perry,"Drama, Romance"
8680,TÁR,7.1,0 a 10,Todd Field,"Drama, Música"
8681,Tá Chovendo Hambúrguer,6.626,0 a 10,Christopher Miller,"Animação, Comédia, Família"
8682,Tá Chovendo Hambúrguer 2,6.441,0 a 10,Kris Pearn,"Animação, Família, Comédia"
8683,Tá Dando Onda,6.4,0 a 10,Chris Buck,"Animação, Comédia, Família"
8684,Tá Dando Onda 2,6.077,0 a 10,Henry Yu,"Animação, Família, Comédia"
8685,Tá Todo Mundo Louco!,6.256,0 a 10,Jerry Zucker,"Aventura, Comédia"
8686,Tár,4.7,0 a 10, Todd Field,"Drama, Música"
8687,Táticas do Amor,7.1,0 a 10,Emre Kabakuşak,"Romance, Comédia"
8688,Táxi,5.593,0 a 10,Tim Story,"Ação, Comédia, Thriller, Crime"
8689,Táxi - Velocidade nas Ruas,6.7,0 a 10,Gérard Pirès,"Ação, Comédia, Crime, Aventura"
8690,Táxi 2,6.248,0 a 10,Gérard Krawczyk,"Ação, Comédia"
8691,Tão Forte e Tão Perto,6.972,0 a 10,Stephen Daldry,Drama
8692,Título (Ano),Classificação,0 a 10,Direção,Desconhecido
8693,Tòkunbọ̀,6.8,0 a 10,Ramsey Nouah,"Thriller, Crime, Drama"
8694,Tóquio em Decadência,5.938,0 a 10,Ryū Murakami,Drama
8695,Tótem,6.875,0 a 10,Lila Avilés,"Drama, Comédia"
8696,U.S. Marshals: Os Federais,6.508,0 a 10,Stuart Baird,"Thriller, Crime, Ação"
8697,UFO Sweden,5.965,0 a 10,Victor Danell,"Ficção científica, Aventura"
8698,UTI Zumbi,6.3,0 a 10,Lars Damoiseaux,"Terror, Comédia"
8699,Uhaw,0.0,0 a 10,Bobby Bonifacio,Drama
8700,Ultraman: A Ascensão,8.37,0 a 10,Shannon Tindle,"Animação, Ficção científica, Família, Ação"
8701,Um Adolescente em Apuros,6.165,0 a 10,George Huang,"Comédia, Romance"
8702,Um Agente na Corda Bamba,6.134,0 a 10,Richard Tuggle,"Mistério, Thriller, Crime, Terror"
8703,Um Americano Conservado,5.7,0 a 10,Brandon Trost,"Comédia, Drama"
8704,Um Amor de Tesouro,5.7,0 a 10,Andy Tennant,"Aventura, Romance, Comédia"
8705,Um Amor para Recordar,7.758,0 a 10,Adam Shankman,"Drama, Romance"
8706,Um Amor para Toda a Vida,6.147,0 a 10,Richard Attenborough,"Drama, Romance"
8707,Um Anjo em Nossas Vidas,8.396,0 a 10,Rob Diamond,"Drama, Família"
8708,Um Assassino à Solta,6.0,0 a 10,Jeb Stuart,"Thriller, Mistério"
8709,Um Ato de Coragem,7.112,0 a 10,Nick Cassavetes,"Drama, Thriller, Crime"
8710,Um Ato de Liberdade,6.8,0 a 10,Edward Zwick,"Ação, Drama, História, Guerra"
8711,Um Barco e Nove Destinos,7.372,0 a 10,Alfred Hitchcock,"Guerra, Drama"
8712,Um Beijo Roubado,6.391,0 a 10,Wong Kar-wai,"Drama, Romance"
8713,Um Belo Verão,6.7,0 a 10,Catherine Corsini,"Drama, Romance"
8714,Um Bom Ano,6.669,0 a 10,Ridley Scott,"Comédia, Drama, Romance"
8715,Um Casal Quase Perfeito,7.192,0 a 10,Paul Michael Glaser,"Romance, Comédia, Drama"
8716,Um Casal Quase Perfeito 2,6.592,0 a 10,Sean McNamara,"Romance, Drama"
8717,Um Casal Quase Perfeito 3,6.875,0 a 10,Stuart Gillard,"Romance, Drama, Ação, Aventura"
8718,Um Caso de Amor,5.626,0 a 10,Kat Coiro,"Comédia, Romance"
8719,Um Certo Capitão Lockhart,7.154,0 a 10,Anthony Mann,"Drama, Faroeste"
8720,Um Chamado Natalino,6.332,0 a 10,Tim Story,"Fantasia, Família, Comédia"
8721,Um Clarão nas Trevas,7.35,0 a 10,Terence Young,Thriller
8722,Um Conto Americano 4: O Mistério do Monstro da Noite,6.354,0 a 10,Larry Latham,"Aventura, Fantasia, Animação, Mistério, Família"
8723,Um Conto Americano: Fievel Vai para o Oeste,6.3,0 a 10,Simon Wells,"Animação, Família, Faroeste, Aventura, Comédia"
8724,Um Conto Fatal,5.231,0 a 10,Tyler MacIntyre,"Terror, Comédia"
8725,Um Conto Quase de Fadas,6.721,0 a 10,Ken Kwapis,"Comédia, Romance"
8726,Um Conto de Natal,7.409,0 a 10,Clive Donner,"Drama, Fantasia, Cinema TV, Família"
8727,Um Contratempo,8.1,0 a 10,Oriol Paulo,"Drama, Mistério, Thriller"
8728,Um Convidado Bem Trapalhão,7.3,0 a 10,Blake Edwards,Comédia
8729,Um Coração Normal,7.782,0 a 10,Ryan Murphy,Drama
8730,Um Corpo Que Cai,8.168,0 a 10,Alfred Hitchcock,"Mistério, Romance, Thriller"
8731,Um Crime Entre Amigas,6.31,0 a 10,Darren Stein,"Comédia, Crime"
8732,Um Crime Passional,5.9,0 a 10,Neil LaBute,"Mistério, Thriller, Romance"
8733,Um Crime Perfeito,6.5,0 a 10,Andrew Davis,"Crime, Thriller, Drama"
8734,Um Crime de Mestre,7.276,0 a 10,Gregory Hoblit,Thriller
8735,Um Dia,7.433,0 a 10,Lone Scherfig,"Drama, Romance"
8736,Um Dia Difícil,6.079,0 a 10,Régis Blondeau,"Ação, Thriller, Crime"
8737,Um Dia Especial,6.452,0 a 10,Michael Hoffman,"Romance, Comédia"
8738,Um Dia Nossos Segredos Serão Revelados,6.121,0 a 10,Emily Atef,Drama
8739,Um Dia Quente de Verão,8.322,0 a 10,Edward Yang,"Crime, Drama, Romance"
8740,Um Dia a Casa Cai,6.495,0 a 10,Richard Benjamin,"Comédia, Romance"
8741,Um Dia de Cão,7.84,0 a 10,Sidney Lumet,"Crime, Drama, Thriller"
8742,Um Dia de Fúria,7.387,0 a 10,Joel Schumacher,"Crime, Drama, Thriller"
8743,Um Dia de Louco,5.427,0 a 10,Nora Ephron,"Comédia, Drama, Romance"
8744,Um Dia nas Corridas,7.072,0 a 10,Sam Wood,"Comédia, Música"
8745,Um Dia para Morrer,5.8,0 a 10,Wes Miller,"Ação, Thriller, Crime, Drama"
8746,Um Divã para Dois,6.262,0 a 10,David Frankel,"Drama, Comédia, Romance"
8747,Um Domingo Qualquer,6.817,0 a 10,Oliver Stone,Drama
8748,Um Drink no Inferno,7.03,0 a 10,Robert Rodriguez,"Terror, Ação, Thriller, Crime"
8749,Um Duende em Nova York,6.649,0 a 10,Jon Favreau,"Comédia, Família, Fantasia"
8750,Um Elefante Sentado Quieto,7.698,0 a 10,Hu Bo,Drama
8751,Um Espião Animal,7.589,0 a 10,Nick Bruno,"Animação, Ação, Aventura, Comédia, Família"
8752,Um Espião e Meio,6.419,0 a 10,Rawson Marshall Thurber,"Ação, Comédia, Crime, Mistério"
8753,Um Estranho Entre Nós,5.8,0 a 10,Jude Bauman,Drama
8754,Um Estranho no Bosque,6.284,0 a 10,Adam Newacheck,"Terror, Thriller"
8755,Um Estranho no Lago,6.3,0 a 10,Alain Guiraudie,"Drama, Thriller"
8756,Um Estranho no Ninho,8.417,0 a 10,Miloš Forman,Drama
8757,Um Eterno Primeiro Encontro,5.6,0 a 10,Kelley Kali,Terror
