titulo,nota,tipo de nota,diretor,generos
Baby Shark - O Grande Filme,6.7,0 a 10,Alan Foreman,"Animação, Família, Aventura, Comédia"
Universidade Monstros,7.04,0 a 10,Dan Scanlon,"Animação, Família"
Pânico,6.7,0 a 10,Tyler Gillett,"Terror, Mistério, Thriller"
Rocky: Um Lutador,7.788,0 a 10,John G. Avildsen,Drama
O Mestre dos Desejos 2,5.437,0 a 10,Jack Sholder,"Fantasia, Terror"
Star Wars: Episódio III - A Vingança dos Sith,7.433,0 a 10,George Lucas,"Aventura, Ação, Ficção científica"
Mudança de Hábito 2: Mais Loucuras no Convento,6.366,0 a 10,Bill Duke,"Música, Comédia"
Os Bad Boys,6.814,0 a 10,Michael Bay,"Ação, Comédia, Crime, Thriller"
Era Uma Vez na América,8.413,0 a 10,Sergio Leone,"Drama, Crime"
祝你幸福！,0.0,0 a 10,Bo Kang,"Drama, Família"
Norbit - Uma Comédia de Peso,5.7,0 a 10,Brian Robbins,Comédia
Sicario: Terra de Ninguém,7.399,0 a 10,Denis Villeneuve,"Ação, Crime, Thriller"
Akira,7.946,0 a 10,Katsuhiro Otomo,"Animação, Ficção científica, Ação"
Os Novos Mutantes,6.109,0 a 10,Josh Boone,"Ficção científica, Terror, Ação, Aventura"
M3GAN,7.079,0 a 10,Gerard Johnstone,"Ficção científica, Terror"
Tayuan,5.9,0 a 10,Topel Lee,"Drama, Romance"
Dragon Ball Z: O Poder Invencível,7.209,0 a 10,Shigeyasu Yamauchi,"Animação, Ficção científica, Ação"
Inferno,7.887,0 a 10,Luis Estrada,"Ação, Crime, Faroeste, Comédia, Drama"
Resident Evil: Ilha da Morte,7.369,0 a 10,Eiichirō Hasumi,"Animação, Ação, Terror"
Guerra nas Estrelas: O Retorno de Jedi,7.898,0 a 10,Richard Marquand,"Aventura, Ação, Ficção científica"
Os Três Males,7.2,0 a 10,Wong Ching-Po,"Ação, Crime"
Horton e o Mundo dos Quem!,6.5,0 a 10,Steve Martino,"Animação, Comédia, Família, Aventura, Fantasia"
Êxodo: Deuses e Reis,5.866,0 a 10,Ridley Scott,"Aventura, Drama, Ação"
Five Nights at Freddy's 2,0.0,0 a 10,Diretor não encontrado,"Terror, Mistério"
Annabelle,5.773,0 a 10,John R. Leonetti,Terror
As Aventuras do Capitão Cueca: O Filme,6.234,0 a 10,David Soren,"Ação, Animação, Comédia, Família"
A Centopéia Humana 2,4.808,0 a 10,Tom Six,"Drama, Terror, Crime"
Titanic II,4.931,0 a 10,Shane van Dyke,"Ação, Thriller, Romance, Aventura"
Halloween III: A Noite das Bruxas,5.212,0 a 10,Tommy Lee Wallace,"Terror, Thriller, Ficção científica"
Duro de Matar 2,6.952,0 a 10,Renny Harlin,"Ação, Thriller"
The Cult,8.0,0 a 10,Alexandre Alonso,Terror
Os Bad Boys II,6.643,0 a 10,Michael Bay,"Ação, Crime, Comédia"
Star Wars: Episódio I - A Ameaça Fantasma,6.554,0 a 10,George Lucas,"Aventura, Ação, Ficção científica"
Premonição,6.602,0 a 10,James Wong,Terror
Kung Fu Futebol Clube,7.119,0 a 10,Stephen Chow,"Ação, Comédia"
Aladdin,7.104,0 a 10,Guy Ritchie,"Aventura, Fantasia, Romance, Família"
Guerra nas Estrelas: O Império Contra-Ataca,8.392,0 a 10,Irvin Kershner,"Aventura, Ação, Ficção científica"
Am I Racist?,7.4,0 a 10,Justin Folk,"Comédia, Documentário"
El Camino: A Breaking Bad Film,6.96,0 a 10,Vince Gilligan,"Crime, Drama, Thriller"
A Bela Adormecida,6.952,0 a 10,Clyde Geronimi,"Fantasia, Animação, Romance, Família"
O Enigma de Outro Mundo,8.06,0 a 10,John Carpenter,"Terror, Mistério, Ficção científica"
Laranja Mecânica,8.198,0 a 10,Stanley Kubrick,"Ficção científica, Crime"
Ni chaînes ni maîtres,6.167,0 a 10,Simon Moutaïrou,"Drama, História"
처제 길들이기,6.1,0 a 10,Pae Kon,"Drama, Romance"
O Natal de James & Bob,6.671,0 a 10,Charles Martin Smith,"Família, Drama"
Uma Noite no Museu,6.582,0 a 10,Shawn Levy,"Ação, Aventura, Comédia, Família, Fantasia"
Uma Prova de Coragem,7.823,0 a 10,Simon Cellan Jones,"Aventura, Drama"
Matilda,7.162,0 a 10,Danny DeVito,"Comédia, Família, Fantasia"
Capitão América: Admirável Mundo Novo,0.0,0 a 10,Julius Onah,"Ação, Ficção científica"
Blade Runner: O Caçador de Andróides,7.938,0 a 10,Ridley Scott,"Ficção científica, Drama, Thriller"
Bob Marley: One Love,6.849,0 a 10,Reinaldo Marcus Green,"Música, História, Drama"
Soul,8.128,0 a 10,Pete Docter,"Animação, Família, Comédia, Fantasia"
Princesa Mononoke,8.336,0 a 10,Hayao Miyazaki,"Aventura, Fantasia, Animação"
A Escolha Perfeita 3,6.5,0 a 10,Trish Sie,"Comédia, Música"
Pilotos de Combate,5.902,0 a 10,Siddharth Anand,"Ação, Drama"
Sou Louco Por Você,7.427,0 a 10,Fernando González Molina,"Drama, Romance"
Η Μαύρη Εμμανουέλα,6.1,0 a 10,Ilias Mylonakos,"Crime, Drama, Thriller"
Tarzan,7.404,0 a 10,Chris Buck,"Família, Aventura, Animação, Drama"
Os Dez Mandamentos,7.763,0 a 10,Cecil B. DeMille,"Drama, História"
Esquema de Risco: Operação Fortune,6.508,0 a 10,Guy Ritchie,"Ação, Thriller, Comédia, Aventura"
獸性新人類,6.0,0 a 10,Cash Chin Man-Kei,"Terror, Thriller"
101 Dálmatas,7.184,0 a 10,Wolfgang Reitherman,"Aventura, Animação, Comédia, Família"
Uma Linda Mulher,7.466,0 a 10,Garry Marshall,"Romance, Comédia"
Entrando Numa Fria,6.675,0 a 10,Jay Roach,"Comédia, Romance"
Firebrand,6.4,0 a 10,Karim Aïnouz,"Drama, História, Thriller"
Rebuilding Coraline,7.8,0 a 10,Diretor não encontrado,Documentário
一周的朋友,5.7,0 a 10,Gavin Lin,Drama
O Guardião das Borboletas,7.313,0 a 10,Emiliano Ruprah de Fina,Documentário
Até Que os Parentes nos Separem,5.61,0 a 10,Andrew Fleming,"Ação, Comédia"
特區愛奴,5.1,0 a 10,Gin Yeung-Chi,"Comédia, Crime, Drama"
"Disco, Ibiza, Locomía",6.9,0 a 10,Kike Maíllo,"Drama, Música"
Uma Noite de Crime: Anarquia,6.642,0 a 10,James DeMonaco,"Terror, Thriller"
Zona de Interesse,7.139,0 a 10,Jonathan Glazer,"Drama, História"
Intocáveis,8.278,0 a 10,Éric Toledano,"Drama, Comédia"
O Matador: Missão Resgate,7.7,0 a 10,Choi Jae-hoon,"Ação, Crime, Thriller"
Mate ou Morra,6.883,0 a 10,Joe Carnahan,"Ação, Ficção científica, Thriller"
Fermo posta Tinto Brass,5.8,0 a 10,Tinto Brass,Comédia
Quero Ser John Malkovich,7.412,0 a 10,Spike Jonze,"Comédia, Drama, Fantasia"
Deus Não Está Morto: Em Deus Confiamos,1.0,0 a 10,Vance Null,Drama
Odio el verano,6.5,0 a 10,Fernando García-Ruiz Rubio,Comédia
A Mãe da Noiva,5.952,0 a 10,Mark Waters,"Romance, Comédia"
10 Coisas Que Eu Odeio em Você,7.591,0 a 10,Gil Junger,"Comédia, Romance, Drama"
O Pior Vizinho do Mundo,7.753,0 a 10,Marc Forster,"Comédia, Drama"
Premonição 2,6.242,0 a 10,David R. Ellis,"Terror, Mistério"
Águas Profundas,5.813,0 a 10,Adrian Lyne,"Drama, Mistério, Thriller"
Legalmente Loira,6.769,0 a 10,Robert Luketic,"Comédia, Romance"
Ghosted: Sem Resposta,7.0,0 a 10,Dexter Fletcher,"Ação, Comédia, Romance"
The Rocky Horror Picture Show,7.461,0 a 10,Jim Sharman,"Comédia, Ficção científica, Fantasia, Terror"
Mulher-Maravilha 1984,6.432,0 a 10,Patty Jenkins,"Ação, Aventura, Fantasia"
Dragon Ball Z: Uma Nova Fusão,7.509,0 a 10,Shigeyasu Yamauchi,"Animação, Ação, Fantasia, Ficção científica"
Dragon Ball Z: Uma Nova Fusão,7.509,0 a 10,Shigeyasu Yamauchi,"Animação, Ação, Fantasia, Ficção científica"
Descendentes 3,7.708,0 a 10,Kenny Ortega,"Família, Cinema TV, Aventura, Fantasia"
The 3DD Invader,5.6,0 a 10,Cash Chin Man-Kei,"Comédia, Ficção científica"
The Sadness,6.806,0 a 10,Rob Jabbaz,"Terror, Thriller"
정사,5.9,0 a 10,Kim Jung-hwan,"Drama, Romance"
Zohan: Um Agente Bom de Corte,5.71,0 a 10,Dennis Dugan,"Comédia, Ação"
O Quiosque,7.1,0 a 10,Adam Rehmeier,Comédia
A Hora do Pesadelo,7.341,0 a 10,Wes Craven,Terror
Cinderela II: Os Sonhos Se Realizam,6.1,0 a 10,John Kafka,"Família, Animação, Romance, Fantasia"
Imaginário: Brinquedo Diabólico,6.1,0 a 10,Jeff Wadlow,"Terror, Mistério, Thriller"
La noche que luché contra Dios,6.889,0 a 10,Rodrigo Fernández Engler,Drama
Os Fora da Lei,7.744,0 a 10,Kang Yun-sung,"Ação, Crime, Thriller"
12 Homens e uma Sentença,8.545,0 a 10,Sidney Lumet,Drama
A Hora do Rush 3,6.481,0 a 10,Brett Ratner,"Ação, Comédia, Crime"
Plano Doentio,6.1,0 a 10,Jason Hreno,"Mistério, Drama, Romance, Thriller"
O Senhor dos Anéis: A Guerra dos Rohirrim,0.0,0 a 10,Kenji Kamiyama,"Animação, Fantasia, Ação"
Dragon Ball Super: Super Hero,7.898,0 a 10,Tetsuro Kodama,"Animação, Ficção científica, Ação"
Sinbad - A Lenda dos Sete Mares,7.0,0 a 10,Tim Johnson,"Família, Animação, Aventura, Comédia, Fantasia, Ação"
Swingers,4.5,0 a 10,Tom Green,Documentário
Ela,7.856,0 a 10,Spike Jonze,"Romance, Ficção científica, Drama"
Miss Simpatia 2: Armada e Poderosa,5.738,0 a 10,John Pasquin,"Ação, Comédia"
Sociedade dos Poetas Mortos,8.312,0 a 10,Peter Weir,Drama
Anjos da Noite: A Rebelião,6.5,0 a 10,Patrick Tatopoulos,"Fantasia, Ação, Thriller"
Twister,6.521,0 a 10,Jan de Bont,"Ação, Aventura, Drama"
La La Land: Cantando Estações,7.902,0 a 10,Damien Chazelle,"Comédia, Drama, Romance, Música"
Lee,6.333,0 a 10,Ellen Kuras,"Drama, História, Guerra"
Assassin's Creed,5.426,0 a 10,Justin Kurzel,"Ação, Aventura, Ficção científica"
Fogo Contra Fogo,7.917,0 a 10,Michael Mann,"Ação, Crime, Drama"
Instinto Materno,6.9,0 a 10,Benoît Delhomme,"Thriller, Drama"
As Neves,6.2,0 a 10,Sonia Méndez,Drama
Mi Gallo,7.0,0 a 10,Miguel Molleda,
Sexta-Feira 13,5.8,0 a 10,Marcus Nispel,"Terror, Thriller"
Código de Conduta,7.389,0 a 10,F. Gary Gray,"Drama, Crime, Thriller"
Feriado Sangrento,6.566,0 a 10,Eli Roth,"Terror, Mistério, Thriller"
A Origem dos Guardiões,7.367,0 a 10,Peter Ramsey,"Família, Animação, Fantasia, Ação, Aventura"
Project Silence,6.771,0 a 10,Kim Tae-gon,"Ação, Thriller, Terror, Ficção científica"
A Era do Gelo 4,6.377,0 a 10,Steve Martino,"Animação, Comédia, Aventura, Família"
X-Rated: The Greatest Adult Movies of All Time,6.4,0 a 10,Eli Cross,Documentário
E.T.: O Extraterrestre,7.519,0 a 10,Steven Spielberg,"Ficção científica, Aventura, Família, Fantasia"
Tubarão,7.664,0 a 10,Steven Spielberg,"Terror, Thriller, Aventura"
Tubarão,7.664,0 a 10,Steven Spielberg,"Terror, Thriller, Aventura"
Hotel Transilvânia,6.961,0 a 10,Genndy Tartakovsky,"Animação, Comédia, Família, Fantasia"
Vozes Inocentes,8.163,0 a 10,Luis Mandoki,"Drama, Guerra"
Acide,5.673,0 a 10,Just Philippot,"Drama, Ficção científica"
Ponyo - Uma Amizade que Veio do Mar,7.744,0 a 10,Hayao Miyazaki,"Animação, Fantasia, Família"
Butas,3.5,0 a 10,Dado C. Lumibao,"Drama, Thriller"
田中瞳 爆乳Jの衝撃,6.2,0 a 10,Diretor não encontrado,
42: A História de uma Lenda,7.185,0 a 10,Brian Helgeland,Drama
Animais Fantásticos e Onde Habitam,7.323,0 a 10,David Yates,"Fantasia, Aventura"
A Barraca do Beijo,7.2,0 a 10,Vince Marcello,"Romance, Comédia"
Bob Esponja: Um Herói Fora D'Água,6.1,0 a 10,Paul Tibbitt,"Família, Aventura, Comédia, Fantasia, Animação"
러시아 엄마,5.13,0 a 10,Choi Won-joon-I,"Drama, Romance"
A Chave,6.0,0 a 10,Tinto Brass,"Drama, Romance"
The Promised Neverland,7.491,0 a 10,Yuichiro Hirakawa,"Ação, Fantasia, Mistério, Aventura, Thriller"
Lolo e Kid,6.607,0 a 10,Benedict Mique,"Drama, Família"
Dumbo,7.005,0 a 10,Ben Sharpsteen,"Animação, Família"
Kaskasero,6.0,0 a 10,Ludwig Peralta,Drama
José: O Rei dos Sonhos,6.841,0 a 10,Robert C. Ramirez,"Família, Animação, Fantasia"
여자전쟁: 비열한 거래,5.1,0 a 10,No Zin-soo,"Drama, Romance"
Entre Irmãos,7.3,0 a 10,Jim Sheridan,"Drama, Thriller, Guerra"
Hellboy,6.671,0 a 10,Guillermo del Toro,"Fantasia, Ação"
Invasão a Londres,6.206,0 a 10,Babak Najafi,"Ação, Thriller"
Marcados Pelo Sangue,8.12,0 a 10,Taylor Hackford,"Crime, Ação, Drama, Thriller"
Kung-Fusão,7.449,0 a 10,Stephen Chow,"Ação, Comédia, Crime, Fantasia"
300: A Ascensão do Império,6.11,0 a 10,Noam Murro,"Ação, Drama, Guerra"
Jerry & Marge Tiram a Sorte Grande,7.357,0 a 10,David Frankel,"Comédia, Drama"
Implacável,6.4,0 a 10,Art Camacho,"Ação, Thriller"
A Princesa e o Feitiço do Tempo,6.864,0 a 10,Petr Kubík,"Família, Fantasia, Comédia"
Os Mercenários 3,6.217,0 a 10,Patrick Hughes,"Ação, Aventura, Thriller"
Karatê Kid,6.536,0 a 10,Harald Zwart,"Ação, Aventura, Drama, Família"
Ninja Assassino,6.64,0 a 10,James McTeigue,"Ação, Aventura, Thriller"
Armageddon,6.837,0 a 10,Michael Bay,"Ação, Thriller, Ficção científica, Aventura"
Megatubarão,6.256,0 a 10,Jon Turteltaub,"Ação, Ficção científica, Terror"
Agente X: A Última Missão,5.946,0 a 10,Renny Harlin,"Ação, Thriller"
OVERLORD: The Sacred Kingdom,0.0,0 a 10,Naoyuki Ito,"Ação, Aventura, Animação, Fantasia"
Mistério no Ártico,6.267,0 a 10,Jesse Palangio,"Ficção científica, Terror"
Era uma Vez no Oeste,8.3,0 a 10,Sergio Leone,"Drama, Faroeste"
Creed II,7.033,0 a 10,Steven Caple Jr.,"Drama, Ação"
A Família do Futuro,6.913,0 a 10,Stephen J. Anderson,"Animação, Comédia, Família"
Karatê Kid: A Hora da Verdade,7.2,0 a 10,John G. Avildsen,"Ação, Drama, Família"
Ford vs Ferrari,8.0,0 a 10,James Mangold,"Drama, Ação, História"
Os Infiltrados,8.166,0 a 10,Martin Scorsese,"Drama, Thriller, Crime"
Olhos Famintos,6.466,0 a 10,Victor Salva,"Terror, Thriller, Mistério, Drama"
Kiss and Kill,5.368,0 a 10,Dean McKendrick,"Mistério, Thriller, Romance"
Un père idéal,6.438,0 a 10,Hélène Fillières,"Drama, Cinema TV"
Na Terra de Santos e Pecadores,6.586,0 a 10,Robert Lorenz,"Ação, Thriller"
007 Cassino Royale,7.559,0 a 10,Martin Campbell,"Aventura, Ação, Thriller"
传说,5.308,0 a 10,Stanley Tong,"Ação, Fantasia, Aventura"
Os Canibais,5.331,0 a 10,Hans Stjernswärd,Terror
Runt,8.0,0 a 10,John Sheedy,"Família, Aventura, Comédia, Drama"
Aluna Exemplar e Estrela Pornô,5.881,0 a 10,Vanessa Parise,"Drama, Cinema TV"
Monstros vs Alienígenas,6.223,0 a 10,Rob Letterman,"Animação, Família, Aventura, Ficção científica"
Todo Mundo em Pânico 3,5.974,0 a 10,David Zucker,Comédia
Falcão Negro em Perigo,7.384,0 a 10,Ridley Scott,"Ação, Guerra, História"
Estrelas Além do Tempo,8.059,0 a 10,Theodore Melfi,"Drama, História"
Dagr,5.143,0 a 10,Matthew Butler-Hart,"Terror, Comédia"
Os Croods,6.919,0 a 10,Chris Sanders,"Animação, Aventura, Família, Fantasia, Comédia, Ação"
"Meu Amigo, O Dragão",6.387,0 a 10,David Lowery,"Aventura, Família, Fantasia"
Megan Is Missing,6.25,0 a 10,Michael Goi,"Drama, Terror, Thriller"
Lara Croft: Tomb Raider,5.895,0 a 10,Simon West,"Aventura, Fantasia, Ação, Thriller"
Fortuna Perigosa,6.338,0 a 10,Alejandro Brugués,Terror
Gangues de Nova York,7.329,0 a 10,Martin Scorsese,"Drama, História, Crime"
O Rei Leão 3: Hakuna Matata,6.6,0 a 10,Bradley Raymond,"Família, Animação, Comédia, Ação"
Ajosepo,0.0,0 a 10,Kayode Kasum,"Drama, Romance, Comédia"
Vício Inerente,6.6,0 a 10,Paul Thomas Anderson,"Drama, Mistério, Comédia"
O Alvo,6.403,0 a 10,John Woo,"Ação, Aventura, Crime, Thriller"
Liga da Justiça: Mundo Bélico,7.044,0 a 10,Jeff Wamester,"Animação, Ação, Ficção científica, Aventura"
Alice no País das Maravilhas,7.2,0 a 10,Clyde Geronimi,"Animação, Família, Fantasia, Aventura"
Os Cavaleiros do Zodíaco - Saint Seiya: O Começo,6.419,0 a 10,Tomek Bagiński,"Fantasia, Ação, Aventura"
A Entrega,6.783,0 a 10,Michaël R. Roskam,"Drama, Crime"
Corrida Mortal 3: Inferno,5.828,0 a 10,Roel Reiné,"Ação, Ficção científica, Thriller"
The Legend of Catclaws Mountain,6.269,0 a 10,Ritchie Greer,"Fantasia, Família"
தமிழ் ராக்கர்ஸ்,6.0,0 a 10,Barani Jayapal,"Comédia, Thriller"
Um Time Show de Bola,6.9,0 a 10,Juan José Campanella,"Animação, Aventura, Romance"
Amor a Toda Prova,7.259,0 a 10,Glenn Ficarra,"Comédia, Drama, Romance"
12 Horas para Sobreviver: O Ano da Eleição,6.396,0 a 10,James DeMonaco,"Ação, Terror, Thriller"
Dragon Ball Z: O Ataque do Dragão,7.258,0 a 10,Mitsuo Hashimoto,"Animação, Ação, Ficção científica"
Tenet,7.185,0 a 10,Christopher Nolan,"Ação, Thriller, Ficção científica"
Jack: O Caçador de Gigantes,5.842,0 a 10,Bryan Singer,"Fantasia, Ação, Aventura, Drama"
Doce Vingança 3: A Vingança é Minha,5.75,0 a 10,R.D. Braunstein,"Terror, Thriller"
Jack: O Caçador de Gigantes,5.842,0 a 10,Bryan Singer,"Fantasia, Ação, Aventura, Drama"
Doce Vingança 3: A Vingança é Minha,5.75,0 a 10,R.D. Braunstein,"Terror, Thriller"
O Exorcista,7.736,0 a 10,William Friedkin,"Terror, Drama"
My Hero Academia: Agora é a Sua Vez,6.5,0 a 10,Tensai Okamura,"Animação, Ação, Aventura, Ficção científica"
Moonfall: Ameaça Lunar,6.326,0 a 10,Roland Emmerich,"Ficção científica, Aventura, Ação"
O Segredo de Brokeback Mountain,7.799,0 a 10,Ang Lee,"Drama, Romance"
Drácula: A Última Viagem do Deméter,6.9,0 a 10,André Øvredal,"Terror, Thriller, Fantasia"
Creed: Nascido para Lutar,7.411,0 a 10,Ryan Coogler,"Ação, Drama"
Questão de Tempo,7.923,0 a 10,Richard Curtis,"Drama, Romance, Fantasia"
O Destino de Júpiter,5.453,0 a 10,Lana Wachowski,"Ficção científica, Fantasia, Ação"
Dragon Ball Z: O Renascimento de Freeza,6.835,0 a 10,Tadayoshi Yamamuro,"Ação, Animação, Ficção científica"
Quarteto Fantástico,4.417,0 a 10,Josh Trank,"Ação, Aventura, Ficção científica"
O Filho do Homem,0.0,0 a 10,Alexandre Machafer,Drama
A Caçada ao Outubro Vermelho,7.383,0 a 10,John McTiernan,"Ação, Aventura, Thriller"
超大型新人NO.1STYLE 白上咲花 AVデビュー,0.0,0 a 10,Kyosei,
దేవర: Part 1,0.0,0 a 10,Koratala Siva,"Ação, Drama"
Hotel Transilvânia 3: Férias Monstruosas,6.867,0 a 10,Genndy Tartakovsky,"Animação, Comédia, Família, Fantasia"
Mogli: O Menino Lobo,7.284,0 a 10,Wolfgang Reitherman,"Família, Animação, Aventura"
Extermínio 2,6.605,0 a 10,Juan Carlos Fresnadillo,"Terror, Thriller, Ficção científica"
O Corcunda de Notre Dame,7.117,0 a 10,Gary Trousdale,"Drama, Animação, Família"
Um Amor para Recordar,7.758,0 a 10,Adam Shankman,"Drama, Romance"
Destruição Final: O Último Refúgio,7.139,0 a 10,Ric Roman Waugh,"Ação, Thriller, Drama"
South Park: O Fim da Obesidade,7.73,0 a 10,Trey Parker,"Animação, Comédia, Cinema TV"
Transação Perigosa,5.9,0 a 10,Randall Emmett,"Ação, Thriller"
Jogos Vorazes: A Esperança - O Final,6.896,0 a 10,Francis Lawrence,"Ação, Aventura, Ficção científica"
Anjos da Lei 2,6.841,0 a 10,Phil Lord,"Crime, Comédia, Ação"
Star Trek,7.429,0 a 10,J.J. Abrams,"Ficção científica, Ação, Aventura"
007 Quantum of Solace,6.328,0 a 10,Marc Forster,"Aventura, Ação, Thriller, Crime"
Os Jovens Titãs: Missão Tóquio,7.788,0 a 10,Michael Chang,"Animação, Ação, Ficção científica, Cinema TV"
Han Solo: Uma História Star Wars,6.561,0 a 10,Ron Howard,"Ficção científica, Aventura, Ação"
La Leyenda de los Chaneques,8.37,0 a 10,Marvick Núñez,"Animação, Comédia, Família, Terror"
Peter Pan: De Volta à Terra do Nunca,6.5,0 a 10,Robin Budd,"Aventura, Fantasia, Animação, Família"
G.I. Joe: A Origem de Cobra,5.774,0 a 10,Stephen Sommers,"Aventura, Ação, Thriller, Ficção científica"
Female Teacher in Rope Hell,4.25,0 a 10,Shōgorō Nishimura,"Drama, Terror"
Boruto: Naruto O Filme,7.6,0 a 10,Hiroyuki Yamashita,"Aventura, Ação, Animação, Comédia, Fantasia"
Infiltrado,6.277,0 a 10,Javier Reyna,"Ação, Thriller, Crime"
Busca Implacável 2,6.4,0 a 10,Olivier Megaton,"Ação, Crime, Thriller"
가슴 큰 울 엄마 2,4.1,0 a 10,Lee Dong-Joon,Romance
A Busca pelo Ouro de Tom Sawyer,3.917,0 a 10,Kirk Harris,"Aventura, Família"
Todas as Mulheres Fazem,4.927,0 a 10,Tinto Brass,"Comédia, Drama"
Mãos Talentosas: A História de Ben Carson,7.8,0 a 10,Thomas Carter,Drama
My Hero Academia: Missão Mundial de Heróis,7.613,0 a 10,Kenji Nagasaki,"Animação, Ação, Aventura, Ficção científica, Fantasia"
MIB - Homens de Preto,7.199,0 a 10,Barry Sonnenfeld,"Ação, Aventura, Comédia, Ficção científica"
Annabelle 3: De Volta para Casa,6.414,0 a 10,Gary Dauberman,Terror
"Monella, a Travessa",5.044,0 a 10,Tinto Brass,"Comédia, Romance"
American Pie: O Reencontro,6.3,0 a 10,Jon Hurwitz,Comédia
A Teia,7.2,0 a 10,Adam Cooper,"Mistério, Thriller, Crime, Drama"
Como Se Fosse a Primeira Vez,6.863,0 a 10,Peter Segal,"Comédia, Romance"
Perfume: A História de um Assassino,7.358,0 a 10,Tom Tykwer,"Crime, Fantasia, Drama"
默杀,6.4,0 a 10,Boon-lip Quah,"Drama, Mistério, Crime, Terror"
Teen Wolf: O Filme,7.526,0 a 10,Russell Mulcahy,"Ação, Fantasia, Cinema TV"
Need for Speed: O Filme,6.42,0 a 10,Scott Waugh,"Ação, Crime, Drama, Thriller"
Meu Amigo Totoro,8.069,0 a 10,Hayao Miyazaki,"Fantasia, Animação, Família"
Calladita,4.7,0 a 10,Miguel Faus,Drama
O Massacre da Serra Elétrica,6.27,0 a 10,Marcus Nispel,Terror
Anatomia de uma Queda,7.574,0 a 10,Justine Triet,"Thriller, Mistério, Crime"
O Poderoso Chefão: Parte III,7.4,0 a 10,Francis Ford Coppola,"Crime, Drama, Thriller"
A Lenda de Tarzan,5.906,0 a 10,David Yates,"Fantasia, Ação, Aventura"
Aristogatas,7.3,0 a 10,Wolfgang Reitherman,"Animação, Comédia, Família, Aventura"
Linda,0.0,0 a 10,Mariana Wainstein,Drama
Con Air: A Rota da Fuga,6.746,0 a 10,Simon West,"Ação, Thriller, Crime"
Um Olhar do Paraíso,7.075,0 a 10,Peter Jackson,"Fantasia, Drama"
Infestação,6.801,0 a 10,Sébastien Vaniček,Terror
Dragon Ball Z: O Retorno do Guerreiro Lendário,6.719,0 a 10,Shigeyasu Yamauchi,"Animação, Ação, Ficção científica"
Olhos Famintos 4: Renascimento,5.4,0 a 10,Timo Vuorensola,"Terror, Thriller, Mistério"
Guerra dos Mundos,6.511,0 a 10,Steven Spielberg,"Aventura, Thriller, Ficção científica"
Rota de Fuga,6.723,0 a 10,Mikael Håfström,"Ação, Thriller"
